full_text,clean_text,tokens,stopword,remove_slang,stemming,stemming_sentence,translated_en,sentiment,polarity_score,label
my roman empire.... #KaburAjaDulu https://t.co/Cfwr0PefKc,my roman empire kaburajadulu,"['my', 'roman', 'empire', 'kaburajadulu']","['roman', 'empire', 'kaburajadulu']","['roman', 'empire', 'kaburajadulu']","['roman', 'empire', 'kaburajadulu']",roman empire kaburajadulu,roman empire __kab rajadul__,netral,0.0,1
Belom juga 10 menit N5-N3 dah abis. 9 tahun lalu pas pendaftaran JLPT masih offline gak ada istilah ngewar macam ni. Hasrat untuk #KaburAjaDulu warga konoha meningkat https://t.co/AlXD3XmtdA,belom juga menit nn dah abis tahun lalu pas pendaftaran jlpt masih offline gak ada istilah ngewar macam ni hasrat untuk kaburajadulu warga konoha meningkat,"['belom', 'juga', 'menit', 'nn', 'dah', 'abis', 'tahun', 'lalu', 'pas', 'pendaftaran', 'jlpt', 'masih', 'offline', 'gak', 'ada', 'istilah', 'ngewar', 'macam', 'ni', 'hasrat', 'untuk', 'kaburajadulu', 'warga', 'konoha', 'meningkat']","['belom', 'menit', 'nn', 'dah', 'abis', 'tahun', 'pendaftaran', 'jlpt', 'offline', 'istilah', 'ngewar', 'ni', 'hasrat', 'kaburajadulu', 'warga', 'konoha', 'meningkat']","['menit', 'nn', 'tahun', 'pendaftaran', 'jlpt', 'offline', 'istilah', 'ngewar', 'hasrat', 'kaburajadulu', 'warga', 'konoha', 'meningkat']","['menit', 'nn', 'tahun', 'daftar', 'jlpt', 'offline', 'istilah', 'ngewar', 'hasrat', 'kaburajadulu', 'warga', 'konoha', 'tingkat']",menit nn tahun daftar jlpt offline istilah ngewar hasrat kaburajadulu warga konoha tingkat,minutes nn year list jlpt offline term ngewar desire kaburajadulu konoha residents level,netral,0.0,1
Share pengalaman kalian nganggur di web3 dong ? me : lumayan bisa buat idup 3 tahun terakhir #web3 #airdrop #Blockchain #kaburajadulu,share pengalaman kalian nganggur di web dong me lumayan bisa buat idup tahun terakhir web airdrop blockchain kaburajadulu,"['share', 'pengalaman', 'kalian', 'nganggur', 'di', 'web', 'dong', 'me', 'lumayan', 'bisa', 'buat', 'idup', 'tahun', 'terakhir', 'web', 'airdrop', 'blockchain', 'kaburajadulu']","['share', 'pengalaman', 'nganggur', 'web', 'me', 'lumayan', 'idup', 'tahun', 'web', 'airdrop', 'blockchain', 'kaburajadulu']","['share', 'pengalaman', 'nganggur', 'web', 'me', 'lumayan', 'tahun', 'web', 'airdrop', 'blockchain', 'kaburajadulu']","['share', 'alam', 'nganggur', 'web', 'me', 'lumayan', 'tahun', 'web', 'airdrop', 'blockchain', 'kaburajadulu']",share alam nganggur web me lumayan tahun web airdrop blockchain kaburajadulu,share natural alame web me pretty paid web year airdrop blockchain kaburajadulu,positif,0.175,2
Tomorrow with our guest Kenni Gandira Thriving In The Land Of White Elephant Live @ https://t.co/4Dxv7lb7Ua https://t.co/s4bfvHyde5,tomorrow with our guest kenni gandira thriving in the land of white elephant live,"['tomorrow', 'with', 'our', 'guest', 'kenni', 'gandira', 'thriving', 'in', 'the', 'land', 'of', 'white', 'elephant', 'live']","['tomorrow', 'with', 'our', 'guest', 'kenni', 'gandira', 'thriving', 'in', 'the', 'land', 'of', 'white', 'elephant', 'live']","['tomorrow', 'with', 'our', 'guest', 'kenni', 'gandira', 'thriving', 'the', 'land', 'of', 'white', 'elephant', 'live']","['tomorrow', 'with', 'our', 'guest', 'kenni', 'gandira', 'thriving', 'the', 'land', 'of', 'white', 'elephant', 'live']",tomorrow with our guest kenni gandira thriving the land of white elephant live,tomorrow with our guest kenni gandira thriving the land of white elephant live,positif,0.0681818181818181,2
I'm really really considering Dr. or PhD for real demi kaburajadulu. Masalah green card residency diurusi nanti yg penting udh masuk programnya,im really really considering dr or phd for real demi kaburajadulu masalah green card residency diurusi nanti yg penting udh masuk programnya,"['im', 'really', 'really', 'considering', 'dr', 'or', 'phd', 'for', 'real', 'demi', 'kaburajadulu', 'masalah', 'green', 'card', 'residency', 'diurusi', 'nanti', 'yg', 'penting', 'udh', 'masuk', 'programnya']","['im', 'really', 'really', 'considering', 'dr', 'or', 'phd', 'for', 'kaburajadulu', 'green', 'card', 'residency', 'diurusi', 'yg', 'udh', 'programnya']","['im', 'really', 'really', 'considering', 'phd', 'for', 'kaburajadulu', 'green', 'card', 'residency', 'diurusi', 'programnya']","['im', 'really', 'really', 'considering', 'phd', 'for', 'kaburajadulu', 'green', 'card', 'residency', 'urus', 'program']",im really really considering phd for kaburajadulu green card residency urus program,im really really considering phd for kaburajadulu green card residency urus program,netral,0.0,1
Yang mau #.KaburAjaDulu boleh ke sini. https://t.co/WLBhmyhv03,yang mau kaburajadulu boleh ke sini,"['yang', 'mau', 'kaburajadulu', 'boleh', 'ke', 'sini']",['kaburajadulu'],['kaburajadulu'],['kaburajadulu'],kaburajadulu,__kabujadulu__,netral,0.0,1
Kalau pemerintah dan lembaga lainnya nggak bener2 berbenah ini hastagnya bukan lagi #KaburAjaDulu tapi #M3T1AjaGakSih krn gak semua orang mampu untuk kabur ke negara lain.,kalau pemerintah dan lembaga lainnya nggak bener berbenah ini hastagnya bukan lagi kaburajadulu tapi mtajagaksih krn gak semua orang mampu untuk kabur ke negara lain,"['kalau', 'pemerintah', 'dan', 'lembaga', 'lainnya', 'nggak', 'bener', 'berbenah', 'ini', 'hastagnya', 'bukan', 'lagi', 'kaburajadulu', 'tapi', 'mtajagaksih', 'krn', 'gak', 'semua', 'orang', 'mampu', 'untuk', 'kabur', 'ke', 'negara', 'lain']","['pemerintah', 'lembaga', 'nggak', 'bener', 'berbenah', 'hastagnya', 'kaburajadulu', 'mtajagaksih', 'krn', 'kabur', 'negara']","['pemerintah', 'lembaga', 'berbenah', 'hastagnya', 'kaburajadulu', 'mtajagaksih', 'kabur', 'negara']","['perintah', 'lembaga', 'benah', 'hastagnya', 'kaburajadulu', 'mtajagaksih', 'kabur', 'negara']",perintah lembaga benah hastagnya kaburajadulu mtajagaksih kabur negara,the order of the hastag's benah institute kaburajadulu mtajagaksih running the state,netral,0.0,1
Sharing session CeritaAjaDulu ini voluntary-based ya. Semua diaspora yang lagi di luar atau pernah kabur bisa share ceritanya. Untuk diaspora yang mau berbagi ceritanya bisa join dulu ke https://t.co/pdgqoKSoxH dan nanti akan dihubungi. Atau kontak saya juga bisa ‍️,sharing session ceritaajadulu ini voluntarybased ya semua diaspora yang lagi di luar atau pernah kabur bisa share ceritanya untuk diaspora yang mau berbagi ceritanya bisa join dulu ke dan nanti akan dihubungi atau kontak saya juga bisa,"['sharing', 'session', 'ceritaajadulu', 'ini', 'voluntarybased', 'ya', 'semua', 'diaspora', 'yang', 'lagi', 'di', 'luar', 'atau', 'pernah', 'kabur', 'bisa', 'share', 'ceritanya', 'untuk', 'diaspora', 'yang', 'mau', 'berbagi', 'ceritanya', 'bisa', 'join', 'dulu', 'ke', 'dan', 'nanti', 'akan', 'dihubungi', 'atau', 'kontak', 'saya', 'juga', 'bisa']","['sharing', 'session', 'ceritaajadulu', 'voluntarybased', 'diaspora', 'kabur', 'share', 'ceritanya', 'diaspora', 'berbagi', 'ceritanya', 'join', 'dihubungi', 'kontak']","['sharing', 'session', 'ceritaajadulu', 'voluntarybased', 'diaspora', 'kabur', 'share', 'ceritanya', 'diaspora', 'berbagi', 'ceritanya', 'join', 'dihubungi', 'kontak']","['sharing', 'session', 'ceritaajadulu', 'voluntarybased', 'diaspora', 'kabur', 'share', 'cerita', 'diaspora', 'bagi', 'cerita', 'join', 'hubung', 'kontak']",sharing session ceritaajadulu voluntarybased diaspora kabur share cerita diaspora bagi cerita join hubung kontak,sharing session story ajadulu voluntarybased diaspora running share stories diaspora,netral,0.0,1
Broooo yang mustinya #KaburAjaDulu tuh orang indoooo bukan elu!!!!!,broooo yang mustinya kaburajadulu tuh orang indoooo bukan elu,"['broooo', 'yang', 'mustinya', 'kaburajadulu', 'tuh', 'orang', 'indoooo', 'bukan', 'elu']","['broooo', 'mustinya', 'kaburajadulu', 'indoooo', 'elu']","['broooo', 'mustinya', 'kaburajadulu', 'indoooo']","['broooo', 'mustinya', 'kaburajadulu', 'indoooo']",broooo mustinya kaburajadulu indoooo,broooo should be kaburajadulu indoooo,netral,0.0,1
Ini bukan tentang #KaburAjaDulu tapi pindah beneran.,ini bukan tentang kaburajadulu tapi pindah beneran,"['ini', 'bukan', 'tentang', 'kaburajadulu', 'tapi', 'pindah', 'beneran']","['kaburajadulu', 'pindah', 'beneran']","['kaburajadulu', 'pindah']","['kaburajadulu', 'pindah']",kaburajadulu pindah,kaburajadulu moved,netral,0.0,1
meanwhile gen yang di atas gw kebanyakan korupsi sampe generasi bawahnya kedapetan ampasnya kedapetan susahnya thanks yh... semakin memotivasi gw biar bisa #KaburAjaDulu,meanwhile gen yang di atas gw kebanyakan korupsi sampe generasi bawahnya kedapetan ampasnya kedapetan susahnya thanks yh semakin memotivasi gw biar bisa kaburajadulu,"['meanwhile', 'gen', 'yang', 'di', 'atas', 'gw', 'kebanyakan', 'korupsi', 'sampe', 'generasi', 'bawahnya', 'kedapetan', 'ampasnya', 'kedapetan', 'susahnya', 'thanks', 'yh', 'semakin', 'memotivasi', 'gw', 'biar', 'bisa', 'kaburajadulu']","['meanwhile', 'gen', 'kebanyakan', 'korupsi', 'sampe', 'generasi', 'bawahnya', 'kedapetan', 'ampasnya', 'kedapetan', 'susahnya', 'thanks', 'yh', 'memotivasi', 'kaburajadulu']","['meanwhile', 'gen', 'kebanyakan', 'korupsi', 'generasi', 'bawahnya', 'kedapetan', 'ampasnya', 'kedapetan', 'susahnya', 'thanks', 'memotivasi', 'kaburajadulu']","['meanwhile', 'gen', 'banyak', 'korupsi', 'generasi', 'bawah', 'kedapetan', 'ampas', 'kedapetan', 'susah', 'thanks', 'motivasi', 'kaburajadulu']",meanwhile gen banyak korupsi generasi bawah kedapetan ampas kedapetan susah thanks motivasi kaburajadulu,"meanwhile genes have a lot of corruption in the lower generation of dumps, the dirt is difficult, thanks for motivation kaburajadulu",negatif,-0.15,0
ANIES BASWEDAN BICARA TENTANG MENCINTAI INDONESIA DAN #KaburAjaDulu https://t.co/zmqLiHKfuU,anies baswedan bicara tentang mencintai indonesia dan kaburajadulu,"['anies', 'baswedan', 'bicara', 'tentang', 'mencintai', 'indonesia', 'dan', 'kaburajadulu']","['anies', 'baswedan', 'bicara', 'mencintai', 'indonesia', 'kaburajadulu']","['anies', 'baswedan', 'bicara', 'mencintai', 'indonesia', 'kaburajadulu']","['anies', 'baswedan', 'bicara', 'cinta', 'indonesia', 'kaburajadulu']",anies baswedan bicara cinta indonesia kaburajadulu,anies baswedan speak love indonesia kaburajadulu,positif,0.5,2
Artikel terbaru dari Diky Kurniawan Arief: #KaburAjaDulu: Kita Memang Disingkirkan Perlahan https://t.co/e8ZBW3goE2,artikel terbaru dari diky kurniawan arief kaburajadulu kita memang disingkirkan perlahan,"['artikel', 'terbaru', 'dari', 'diky', 'kurniawan', 'arief', 'kaburajadulu', 'kita', 'memang', 'disingkirkan', 'perlahan']","['artikel', 'terbaru', 'diky', 'kurniawan', 'arief', 'kaburajadulu', 'disingkirkan', 'perlahan']","['artikel', 'terbaru', 'diky', 'kurniawan', 'arief', 'kaburajadulu', 'disingkirkan', 'perlahan']","['artikel', 'baru', 'diky', 'kurniawan', 'arief', 'kaburajadulu', 'singkir', 'perlahan']",artikel baru diky kurniawan arief kaburajadulu singkir perlahan,new articles diky kurniawan arief kaburajadulu singkir slowly,negatif,-0.0818181818181818,0
 KUMPULAN TEMPLATE PERSIAPAN KERJA Atma udah nyiapin template buat kamu yang mau resign daftar MT sampe #KaburAjaDulu buat kerja ke luar negeri Pantengin thread ini yaa ,kumpulan template persiapan kerja atma udah nyiapin template buat kamu yang mau resign daftar mt sampe kaburajadulu buat kerja ke luar negeri pantengin thread ini yaa,"['kumpulan', 'template', 'persiapan', 'kerja', 'atma', 'udah', 'nyiapin', 'template', 'buat', 'kamu', 'yang', 'mau', 'resign', 'daftar', 'mt', 'sampe', 'kaburajadulu', 'buat', 'kerja', 'ke', 'luar', 'negeri', 'pantengin', 'thread', 'ini', 'yaa']","['kumpulan', 'template', 'persiapan', 'atma', 'nyiapin', 'template', 'resign', 'daftar', 'mt', 'sampe', 'kaburajadulu', 'negeri', 'pantengin', 'thread', 'yaa']","['kumpulan', 'template', 'persiapan', 'atma', 'nyiapin', 'template', 'resign', 'daftar', 'mt', 'kaburajadulu', 'negeri', 'pantengin', 'thread']","['kumpul', 'template', 'siap', 'atma', 'nyiapin', 'template', 'resign', 'daftar', 'mt', 'kaburajadulu', 'negeri', 'pantengin', 'thread']",kumpul template siap atma nyiapin template resign daftar mt kaburajadulu negeri pantengin thread,gathering templates ready atma preparing template resign list mt kaburajadulu negeri pantengin thread,positif,0.2,2
polisi terbukti mbunuh dipampang nama dan wajahnya lalu digantung sayangnya bukan di indonesia tentu saja aparat ndak setuju tagar kaburajadulu. mereka keluar indonesia bisa digantung pula :| https://t.co/vbmaoTGHAs,polisi terbukti mbunuh dipampang nama dan wajahnya lalu digantung sayangnya bukan di indonesia tentu saja aparat ndak setuju tagar kaburajadulu mereka keluar indonesia bisa digantung pula,"['polisi', 'terbukti', 'mbunuh', 'dipampang', 'nama', 'dan', 'wajahnya', 'lalu', 'digantung', 'sayangnya', 'bukan', 'di', 'indonesia', 'tentu', 'saja', 'aparat', 'ndak', 'setuju', 'tagar', 'kaburajadulu', 'mereka', 'keluar', 'indonesia', 'bisa', 'digantung', 'pula']","['polisi', 'terbukti', 'mbunuh', 'dipampang', 'nama', 'wajahnya', 'digantung', 'sayangnya', 'indonesia', 'aparat', 'ndak', 'setuju', 'tagar', 'kaburajadulu', 'indonesia', 'digantung']","['polisi', 'terbukti', 'mbunuh', 'dipampang', 'nama', 'wajahnya', 'digantung', 'sayangnya', 'indonesia', 'aparat', 'setuju', 'tagar', 'kaburajadulu', 'indonesia', 'digantung']","['polisi', 'bukti', 'mbunuh', 'pampang', 'nama', 'wajah', 'gantung', 'sayang', 'indonesia', 'aparat', 'tuju', 'tagar', 'kaburajadulu', 'indonesia', 'gantung']",polisi bukti mbunuh pampang nama wajah gantung sayang indonesia aparat tuju tagar kaburajadulu indonesia gantung,police proof of killing the name of the faces of the hanging face sayang indonesia terpat tagar kaburajadulu indonesia hanging,netral,0.0,1
Biar bisa bahasa finland jadi pas pindah nggak kaget2 bgt #KaburAjaDulu https://t.co/VaaMpvr7wr,biar bisa bahasa finland jadi pas pindah nggak kaget bgt kaburajadulu,"['biar', 'bisa', 'bahasa', 'finland', 'jadi', 'pas', 'pindah', 'nggak', 'kaget', 'bgt', 'kaburajadulu']","['bahasa', 'finland', 'pindah', 'nggak', 'kaget', 'bgt', 'kaburajadulu']","['bahasa', 'finland', 'pindah', 'kaget', 'kaburajadulu']","['bahasa', 'finland', 'pindah', 'kaget', 'kaburajadulu']",bahasa finland pindah kaget kaburajadulu,finland moves shocked kaburajadulu,negatif,-0.7,0
Efek kaburajadulu ini mah da:( https://t.co/6rb7yJFulW,efek kaburajadulu ini mah da,"['efek', 'kaburajadulu', 'ini', 'mah', 'da']","['efek', 'kaburajadulu', 'da']","['efek', 'kaburajadulu']","['efek', 'kaburajadulu']",efek kaburajadulu,effect kaburajadulu,netral,0.0,1
emang paling bener gen z pada kaburajadulu si,emang paling bener gen z pada kaburajadulu si,"['emang', 'paling', 'bener', 'gen', 'z', 'pada', 'kaburajadulu', 'si']","['bener', 'gen', 'kaburajadulu']","['gen', 'kaburajadulu']","['gen', 'kaburajadulu']",gen kaburajadulu,gen gen gen gen,netral,0.0,1
Mau #KaburAjaDulu atau mau usaha dulu cari yang baru? #JobstreetIndonesia #JobstreetbySEEK #NextMillionJobs #NggakSusahLagi #JobsTrivia https://t.co/RwhvZ3DfhL,mau kaburajadulu atau mau usaha dulu cari yang baru jobstreetindonesia jobstreetbyseek nextmillionjobs nggaksusahlagi jobstrivia,"['mau', 'kaburajadulu', 'atau', 'mau', 'usaha', 'dulu', 'cari', 'yang', 'baru', 'jobstreetindonesia', 'jobstreetbyseek', 'nextmillionjobs', 'nggaksusahlagi', 'jobstrivia']","['kaburajadulu', 'usaha', 'cari', 'jobstreetindonesia', 'jobstreetbyseek', 'nextmillionjobs', 'nggaksusahlagi', 'jobstrivia']","['kaburajadulu', 'usaha', 'cari', 'jobstreetindonesia', 'jobstreetbyseek', 'nextmillionjobs', 'nggaksusahlagi', 'jobstrivia']","['kaburajadulu', 'usaha', 'cari', 'jobstreetindonesia', 'jobstreetbyseek', 'nextmillionjobs', 'nggaksusahlagi', 'jobstrivia']",kaburajadulu usaha cari jobstreetindonesia jobstreetbyseek nextmillionjobs nggaksusahlagi jobstrivia,kaburajadulu business finding jobstreetindonesia jobstreetbyseek nextmillionjobs ngakakanlagi jobstrivia,netral,0.0,1
kocak bgt ngeharapin indonesia emas pendahulunya tabur tuai aja gk bener yah tumbuhnya jg bakal layu gimana gak #kaburajadulu ? https://t.co/fVQj5AfJvI,kocak bgt ngeharapin indonesia emas pendahulunya tabur tuai aja gk bener yah tumbuhnya jg bakal layu gimana gak kaburajadulu,"['kocak', 'bgt', 'ngeharapin', 'indonesia', 'emas', 'pendahulunya', 'tabur', 'tuai', 'aja', 'gk', 'bener', 'yah', 'tumbuhnya', 'jg', 'bakal', 'layu', 'gimana', 'gak', 'kaburajadulu']","['kocak', 'bgt', 'ngeharapin', 'indonesia', 'emas', 'pendahulunya', 'tabur', 'tuai', 'gk', 'bener', 'yah', 'tumbuhnya', 'jg', 'layu', 'gimana', 'kaburajadulu']","['kocak', 'ngeharapin', 'indonesia', 'emas', 'pendahulunya', 'tabur', 'tuai', 'tumbuhnya', 'layu', 'kaburajadulu']","['kocak', 'ngeharapin', 'indonesia', 'emas', 'dahulu', 'tabur', 'tuai', 'tumbuh', 'layu', 'kaburajadulu']",kocak ngeharapin indonesia emas dahulu tabur tuai tumbuh layu kaburajadulu,hilariously hoping for indonesia gold used to be the sow of growing wilting kaburajadulu,positif,0.5,2
tertanda Sepuh #KaburAjaDulu,tertanda sepuh kaburajadulu,"['tertanda', 'sepuh', 'kaburajadulu']","['tertanda', 'sepuh', 'kaburajadulu']","['tertanda', 'sepuh', 'kaburajadulu']","['tanda', 'sepuh', 'kaburajadulu']",tanda sepuh kaburajadulu,sign signs kaburajadulu,netral,0.0,1
#KaburAjaDulu ke Yaman saja. Di Hadramaut banyak Wali. Bisa hujan susu. Indonesia dulu tandus di bikin subur mereka.,kaburajadulu ke yaman saja di hadramaut banyak wali bisa hujan susu indonesia dulu tandus di bikin subur mereka,"['kaburajadulu', 'ke', 'yaman', 'saja', 'di', 'hadramaut', 'banyak', 'wali', 'bisa', 'hujan', 'susu', 'indonesia', 'dulu', 'tandus', 'di', 'bikin', 'subur', 'mereka']","['kaburajadulu', 'yaman', 'hadramaut', 'wali', 'hujan', 'susu', 'indonesia', 'tandus', 'bikin', 'subur']","['kaburajadulu', 'yaman', 'hadramaut', 'wali', 'hujan', 'susu', 'indonesia', 'tandus', 'bikin', 'subur']","['kaburajadulu', 'yaman', 'hadramaut', 'wali', 'hujan', 'susu', 'indonesia', 'tandus', 'bikin', 'subur']",kaburajadulu yaman hadramaut wali hujan susu indonesia tandus bikin subur,kaburajadulu yemen hadramaut wali raindrah indonesian milk milk making fertile,netral,0.0,1
Ga Makanya aku #KaburAjaDulu,ga makanya aku kaburajadulu,"['ga', 'makanya', 'aku', 'kaburajadulu']",['kaburajadulu'],['kaburajadulu'],['kaburajadulu'],kaburajadulu,__kabujadulu__,netral,0.0,1
#KaburAjaDulu ke Afganistan aja bang.,kaburajadulu ke afganistan aja bang,"['kaburajadulu', 'ke', 'afganistan', 'aja', 'bang']","['kaburajadulu', 'afganistan', 'bang']","['kaburajadulu', 'afganistan', 'bang']","['kaburajadulu', 'afganistan', 'bang']",kaburajadulu afganistan bang,kaburajadulu afghanistan bang,netral,0.0,1
Mungkin selain hestek #KaburAjaDulu perlu juga #BubarAjaDulu ,mungkin selain hestek kaburajadulu perlu juga bubarajadulu,"['mungkin', 'selain', 'hestek', 'kaburajadulu', 'perlu', 'juga', 'bubarajadulu']","['hestek', 'kaburajadulu', 'bubarajadulu']","['hestek', 'kaburajadulu', 'bubarajadulu']","['hestek', 'kaburajadulu', 'bubarajadulu']",hestek kaburajadulu bubarajadulu,hestek kaburajadulu bubarajadulu,netral,0.0,1
mari kita #KaburAjaDulu karena nabi musa belah laut buat nyelametin kaumnya dari Fir'aun... apakah ini ada hubungannya dengan bajir yang datang belakangan? ,mari kita kaburajadulu karena nabi musa belah laut buat nyelametin kaumnya dari firaun apakah ini ada hubungannya dengan bajir yang datang belakangan,"['mari', 'kita', 'kaburajadulu', 'karena', 'nabi', 'musa', 'belah', 'laut', 'buat', 'nyelametin', 'kaumnya', 'dari', 'firaun', 'apakah', 'ini', 'ada', 'hubungannya', 'dengan', 'bajir', 'yang', 'datang', 'belakangan']","['mari', 'kaburajadulu', 'nabi', 'musa', 'belah', 'laut', 'nyelametin', 'kaumnya', 'firaun', 'hubungannya', 'bajir']","['mari', 'kaburajadulu', 'nabi', 'musa', 'belah', 'laut', 'nyelametin', 'kaumnya', 'firaun', 'hubungannya', 'bajir']","['mari', 'kaburajadulu', 'nabi', 'musa', 'belah', 'laut', 'nyelametin', 'kaum', 'firaun', 'hubung', 'bajir']",mari kaburajadulu nabi musa belah laut nyelametin kaum firaun hubung bajir,let's kaburajadulu prophet musa belah sea slashing the pharaohs of bajir connecting,netral,0.0,1
yg bela ni pedo bisa nih #KaburAjaDulu,yg bela ni pedo bisa nih kaburajadulu,"['yg', 'bela', 'ni', 'pedo', 'bisa', 'nih', 'kaburajadulu']","['yg', 'bela', 'ni', 'pedo', 'kaburajadulu']","['bela', 'pedo', 'kaburajadulu']","['bela', 'pedo', 'kaburajadulu']",bela pedo kaburajadulu,defend swimming __kaburabaluun___,netral,0.0,1
JLPT rame yaa wkwkwk #KaburAjaDulu,jlpt rame yaa wkwkwk kaburajadulu,"['jlpt', 'rame', 'yaa', 'wkwkwk', 'kaburajadulu']","['jlpt', 'rame', 'yaa', 'kaburajadulu']","['jlpt', 'rame', 'kaburajadulu']","['jlpt', 'rame', 'kaburajadulu']",jlpt rame kaburajadulu,jlpt rame kaburajadulu,netral,0.0,1
Makin kesini kok makin-makin ya. Ga pemerintah bumn ataupun swasta rasa-rasanya kok makin bobrok semua di Indo. Hal yg simpel aja ga bisa ngasih solusi dan yang ada buang-buang waktu sejam lebih. Udahlah paling bener #KaburAjaDulu,makin kesini kok makinmakin ya ga pemerintah bumn ataupun swasta rasarasanya kok makin bobrok semua di indo hal yg simpel aja ga bisa ngasih solusi dan yang ada buangbuang waktu sejam lebih udahlah paling bener kaburajadulu,"['makin', 'kesini', 'kok', 'makinmakin', 'ya', 'ga', 'pemerintah', 'bumn', 'ataupun', 'swasta', 'rasarasanya', 'kok', 'makin', 'bobrok', 'semua', 'di', 'indo', 'hal', 'yg', 'simpel', 'aja', 'ga', 'bisa', 'ngasih', 'solusi', 'dan', 'yang', 'ada', 'buangbuang', 'waktu', 'sejam', 'lebih', 'udahlah', 'paling', 'bener', 'kaburajadulu']","['kesini', 'makinmakin', 'pemerintah', 'bumn', 'swasta', 'rasarasanya', 'bobrok', 'indo', 'yg', 'simpel', 'ngasih', 'solusi', 'buangbuang', 'waktu', 'sejam', 'udahlah', 'bener', 'kaburajadulu']","['kesini', 'makinmakin', 'pemerintah', 'bumn', 'swasta', 'rasarasanya', 'bobrok', 'simpel', 'solusi', 'buangbuang', 'waktu', 'sejam', 'kaburajadulu']","['kesini', 'makinmakin', 'perintah', 'bumn', 'swasta', 'rasarasanya', 'bobrok', 'simpel', 'solusi', 'buangbuang', 'waktu', 'jam', 'kaburajadulu']",kesini makinmakin perintah bumn swasta rasarasanya bobrok simpel solusi buangbuang waktu jam kaburajadulu,"here the more the orders of the private soes are basic, it's a simple dilation solution to waste time time kaburajadulu",positif,0.06,2
Media Asing Soroti Tagar #KaburAjaDulu dan Kualitas Hidup di Indonesia https://t.co/Yxc7LXCc4q,media asing soroti tagar kaburajadulu dan kualitas hidup di indonesia,"['media', 'asing', 'soroti', 'tagar', 'kaburajadulu', 'dan', 'kualitas', 'hidup', 'di', 'indonesia']","['media', 'asing', 'soroti', 'tagar', 'kaburajadulu', 'kualitas', 'hidup', 'indonesia']","['media', 'asing', 'soroti', 'tagar', 'kaburajadulu', 'kualitas', 'hidup', 'indonesia']","['media', 'asing', 'sorot', 'tagar', 'kaburajadulu', 'kualitas', 'hidup', 'indonesia']",media asing sorot tagar kaburajadulu kualitas hidup indonesia,foreign media highlight tagar kaburajadulu quality of indonesian life,negatif,-0.125,0
paham lagi #KaburAjaDulu,paham lagi kaburajadulu,"['paham', 'lagi', 'kaburajadulu']","['paham', 'kaburajadulu']","['paham', 'kaburajadulu']","['paham', 'kaburajadulu']",paham kaburajadulu,understand kaburajadulu,netral,0.0,1
Kalau kalian belum bisa #KaburAjaDulu di dunia. Setidaknya kita usahakan jangan bertemu mereka di akhirat. ,kalau kalian belum bisa kaburajadulu di dunia setidaknya kita usahakan jangan bertemu mereka di akhirat,"['kalau', 'kalian', 'belum', 'bisa', 'kaburajadulu', 'di', 'dunia', 'setidaknya', 'kita', 'usahakan', 'jangan', 'bertemu', 'mereka', 'di', 'akhirat']","['kaburajadulu', 'dunia', 'usahakan', 'bertemu', 'akhirat']","['kaburajadulu', 'dunia', 'usahakan', 'bertemu', 'akhirat']","['kaburajadulu', 'dunia', 'usaha', 'temu', 'akhirat']",kaburajadulu dunia usaha temu akhirat,kaburajadulu business world of the hereafter,netral,0.0,1
Lho ya monggo kalo mau #KaburAjaDulu ke Timor Leste,lho ya monggo kalo mau kaburajadulu ke timor leste,"['lho', 'ya', 'monggo', 'kalo', 'mau', 'kaburajadulu', 'ke', 'timor', 'leste']","['lho', 'monggo', 'kaburajadulu', 'timor', 'leste']","['lho', 'monggo', 'kaburajadulu', 'timor', 'leste']","['lho', 'monggo', 'kaburajadulu', 'timor', 'leste']",lho monggo kaburajadulu timor leste,you know kaburajadulu timor leste,netral,0.0,1
Yg kaya gini katanya pada pengen #kaburajadulu gan ,yg kaya gini katanya pada pengen kaburajadulu gan,"['yg', 'kaya', 'gini', 'katanya', 'pada', 'pengen', 'kaburajadulu', 'gan']","['yg', 'kaya', 'pengen', 'kaburajadulu', 'gan']","['kaburajadulu', 'gan']","['kaburajadulu', 'gan']",kaburajadulu gan,__aceaduadulululululululululuce,netral,0.0,1
Langit Papua selalu biru kapan ya ke Papua bisa kita sebut #KaburAjaDulu ?,langit papua selalu biru kapan ya ke papua bisa kita sebut kaburajadulu,"['langit', 'papua', 'selalu', 'biru', 'kapan', 'ya', 'ke', 'papua', 'bisa', 'kita', 'sebut', 'kaburajadulu']","['langit', 'papua', 'biru', 'papua', 'kaburajadulu']","['langit', 'papua', 'biru', 'papua', 'kaburajadulu']","['langit', 'papua', 'biru', 'papua', 'kaburajadulu']",langit papua biru papua kaburajadulu,papua blue sky papua kaburajadulu,netral,0.0,1
